rainfall_mm,electricity_subsidy_%,msp_price,yield_tonnes_ha,water_table_drop_m
799.7826482601047,77.614104714567,2370.183843930191,7.731947932475511,-4.0257098159709255
317.87761493094564,96.946347638753,2282.0227754283897,2.7155560121793867,2.3418378615265985
557.4456669180279,75.68987428882062,2749.1060776700597,5.423364476896009,-2.182805690902895
768.547917995045,73.60513568591088,2934.4713266443514,8.138094678279884,-3.0891573247456225
588.5452588555047,89.44200841492189,2602.9731175496768,6.733705159475541,-1.2413616346340923
637.8309229503031,79.93417491610847,2199.5328027612127,5.885189238846083,-2.5869415139379823
655.2268946659376,93.31283972421764,2731.009071766449,6.872522472403325,-1.693822452051858
379.558671667232,90.47855878619364,2532.7155123905404,3.623437193775313,1.263073244161859
792.5728263707035,80.03621138244351,2948.0983280509217,8.101395349396993,-3.7874676870277844
771.0656340700151,59.10514838308673,2855.6970742035974,7.292201323149086,-5.821186096181784
762.1887074238555,90.51035955106732,2240.5870993734816,8.07142527800599,-3.1481923922018034
564.4390197390007,91.78566354914554,2207.420759881076,6.208803986515711,-1.2530673207687162
691.313096075105,80.64593583370939,2478.487333600685,6.528374116658185,-2.131946022708247
695.2145646327269,55.12671813815765,2144.6384432350824,7.085427122474892,-3.5047681330997476
336.5338494971742,68.36829591590072,2886.106663266027,3.4179162224555393,1.1685262108869345
741.5561889184728,66.9193444410599,2815.722513758439,6.515674958026129,-4.97665505009194
516.9079189234287,64.87028020827388,2798.0122920612985,5.3744358477727125,-1.068695011079666
784.6161264886903,95.96969430034068,2027.1513698154483,8.940390810748637,-3.558343991648095
710.4381814216576,91.31479966269048,2447.175374869532,6.729272234795527,-2.464041660120686
774.2762476076088,97.68992460062168,2398.684905299914,8.135462094894036,-3.3082924162068297
522.6590531678496,94.38088861220382,2847.5820462318416,5.588553314046714,0.5099296745097153
444.01821328673475,56.727173988625864,2479.1515652345315,3.787396342319686,-2.313318538031366
335.88821857467303,69.95601387335915,2439.6563793169535,4.3711595724643795,1.4694355934045307
629.6015482779128,78.24147401161468,2932.676042601207,6.867985361086668,-3.199645747764582
746.7436869488307,88.30289463336888,2275.788133916287,8.135953873383526,-3.336225529993021
737.7866412040311,66.7783485691014,2108.2229843788023,7.557506351833482,-5.893659506203806
793.0471886875712,63.246957411341874,2250.0160005649886,8.277199265016671,-4.965432419322139
470.6891284914616,97.84471068659317,2486.5824126011003,5.263607734489867,3.146642415196781
404.54205179158225,57.60411331877228,2299.6926088482355,3.849992275090585,0.6016929173345416
329.45193092568167,87.43668359003593,2660.483291137116,2.984057652251211,1.062313401892177
559.6518194495552,93.40236621217429,2580.106292064099,5.613311146636779,0.6727892781735676
347.6056053252923,90.89097698066624,2888.491584299948,3.666139888066254,2.831442205621645
761.2321363183084,65.06556265777411,2908.496641352457,6.859417231189825,-3.7514925530382035
641.2998360973838,52.67563096565732,2196.203507949188,6.216598428612301,-2.507926746449108
444.8860723936419,58.86904011076732,2124.553263610735,4.411853363852734,-1.8802329290336068
378.24917521716435,52.2086556295178,2838.0107100283885,3.6865784267640307,-0.5675935009677069
643.2755051184076,64.04822716850265,2989.861031730189,6.168753521558205,-2.4313074108650756
700.0396182154377,86.82384702353747,2727.6387784564813,7.385890429383018,-4.273375981519892
380.6088228548632,92.80977977513527,2481.335941135409,3.2724503109687033,-0.18290964325585968
788.3174999648108,74.91637119967896,2195.1628333813987,9.051215072728478,-4.57955837654993
494.86016523653325,87.11623807861932,2056.1629381947114,6.125358887424329,0.37319749983513084
688.174499857382,89.81519324358663,2013.5073231451393,6.810334718788922,-0.6234075064797358
479.7154173677818,54.36241961076652,2062.6658798533053,4.8184866101348085,-2.559054185200613
710.7554828184391,81.69002540209277,2965.2616481974937,6.892031191532102,-2.2919374751947856
446.0306501829517,75.19429673669262,2099.975792862174,4.400173076303868,-0.012393044973107337
753.1797308879663,59.092203014352414,2823.51125339706,7.544887621302021,-5.68730497763229
360.35268443984484,77.76450147888758,2538.727309239049,3.7800375946894773,-0.21674874362895213
397.39986170481404,98.67899808551404,2391.870646990172,4.549908065705418,1.6842347500103028
605.6227425844932,91.68497376737882,2294.281366174735,6.311720456726546,-1.4527440464010501
395.77491523442126,56.91960998069713,2455.6103319689464,4.5257194176665845,-1.472989557062924
780.9999299881204,52.78953077384033,2731.77173351815,7.819025864291607,-5.7312092439015645
408.6065995238174,59.01832353313395,2225.381223206973,3.457171474244576,0.3869702159967847
306.62088407556035,74.52735563277439,2313.89773925123,2.703279036251713,-0.8513162964807872
674.8007776677921,63.698796293563426,2249.4017314726543,7.330937815769707,-3.9562114611377925
769.9715253881955,68.84914554445498,2221.83948951987,7.613255727358749,-3.878990238760994
653.4943089556571,88.34228748485317,2636.410731522936,6.699853021087329,-2.3350203017960753
752.453559938348,92.52148032765948,2466.3493985871937,7.5286690398586735,-3.782737999841901
730.8493357460425,52.71413314234654,2966.0376728438473,6.928604415985281,-2.4264892833429608
548.217921485012,96.8951060689599,2636.2161062956316,5.8631282290966436,-0.08814063484802404
454.80328099289284,88.22633141935344,2703.00215627489,4.94779033408825,1.5518467127508648
498.34478053315684,79.05743362941166,2557.793032763815,5.10018338702964,-0.18248958823170547
603.2234239153536,77.32759259298042,2314.174524943075,6.136032257009843,-3.542701164152643
630.8017027619021,73.8665313603999,2168.243046782513,6.464061559134031,-3.7555935504103273
678.4350676825496,55.292202790102,2964.1744883463703,6.701243187652321,-2.9545038008865987
570.8097011339846,94.29881989353866,2410.343969424481,5.668181892235217,-1.6780602812547718
755.3888871730571,83.12241975931002,2809.6387592513274,8.18628896855362,-3.5982578688924596
581.2896348827119,96.86955546213528,2492.325921158766,5.461941573013211,-1.9190933499050047
430.3362811209669,69.37000792948743,2575.4396637358814,4.539871766509569,-0.1642648208912041
389.25823344381894,64.37001331499145,2199.2109520581193,4.059173366556355,-0.6435228453119795
398.38019326775225,83.48908028750196,2143.8570849887656,4.027223441852038,-0.4227986867703075
569.5419514210857,80.4858551102493,2206.1696039706935,6.054269254044952,-1.5199343104202745
593.0707934529294,79.56417897482835,2849.7760070022796,5.785463710523673,-2.9307164639960233
489.03731228163156,95.57094837227493,2205.896059140685,5.148784465538322,0.49031801225272353
427.4886351969712,84.47549782362401,2208.278680219733,3.4592158454390933,1.060713307699202
461.44304633166814,66.34893781228,2248.3813554499993,5.014766540546372,-1.9479484159701297
676.8239641759022,94.9260840711132,2827.1415839634597,7.273455290335151,-3.588971391820678
663.2034050384973,96.80968434506173,2085.682399618969,7.644459300025543,-0.7757823917038564
666.4648987420379,79.55670025387235,2484.775877639051,6.953971844320503,-2.8815187228531522
679.3972787397977,70.0432827823547,2979.068331569449,6.577960988523031,-4.664945016686925
753.8265626443952,70.21860638492436,2659.4016356711863,7.799059771841144,-3.9332042430123444
773.6309065290695,98.9565907061199,2076.243757759589,8.524739699132223,-3.0571726408093047
371.80075580649077,95.18792824473233,2175.564192286594,4.290346572632293,1.3809343574960504
595.5287601089348,90.5606847680154,2922.571062900448,5.662085678361574,0.29976533073260736
795.1653615502787,59.97782455105301,2007.5717743841612,7.496524341536819,-5.472312961192201
317.25666908460715,87.28460403348635,2691.0230608139364,2.8603516011893446,0.07902482577668479
504.00245858408044,66.16270739812896,2782.056123980714,5.507117859724216,-0.9826381257554511
710.1528213075762,58.744255313229345,2082.9438700557826,7.981824198364449,-2.5023625365129814
518.4801256520396,53.06403688821412,2834.033892589078,5.004387921311119,-1.3517022661743363
571.1432033727102,90.96693473727255,2077.8723366740924,5.831417920492787,-0.5854554254594149
670.7548759676656,62.19871486150096,2710.732978203374,7.457394885885042,-3.285906853764792
546.3326299387408,70.06295901354288,2228.68937676365,4.785035535455208,-0.3417727627899625
736.4031954997583,92.61281008427045,2491.5534658652314,6.271255579265355,-2.287127343086981
491.957019708949,50.170719469314605,2371.32663056551,5.3899886835763695,-2.9502910002548415
324.8928773469741,86.15553255466912,2229.8937422524345,3.1926053252245232,0.340540615675903
463.8805279439033,85.92519665425533,2393.141795306628,4.700525334342003,-2.3163191614106005
572.8663480225724,80.36466439748261,2906.314897233823,6.123797921513466,-0.4742428363926017
394.9338874039333,78.39512364515915,2084.4217451735044,3.2844068796559345,0.024057950038117504
711.7407993642091,63.349298000122616,2621.9004718539777,6.727612841568107,-4.445766603137626
429.3893142107405,84.4152570887981,2321.691968456423,4.750254022527253,1.1622297248849804
748.0921648046975,89.47978217551277,2195.0740613438984,7.572808433695648,-4.62586720270823
718.5352197259914,97.89307636912184,2770.7105134067792,6.956768458385886,-4.261922979591088
300.52741774604715,95.0457701790467,2756.314591442974,3.67219373224752,-0.11934009041439264
493.55980518507306,98.94425928847727,2328.4654040915584,4.779218044229839,-0.03862488422375776
725.0171383985072,61.67298016614339,2952.6282238857584,7.774386172670257,-4.335125171394545
672.8293123820838,83.17380662544383,2681.121539491337,6.535287189096939,-1.9144607546083385
402.46319053712807,96.70961874933306,2852.108035674118,4.032599091058617,2.642705413407378
713.0321486584721,96.68132097703415,2299.964234423892,7.283257277656516,-1.1102659672885578
690.8664739267365,88.0720978318613,2933.0581607245344,7.196281360050631,-4.02054424099585
716.0048990748717,55.770832653246416,2546.882967958859,7.584627045121945,-4.494950280679806
570.5194968827791,66.39301128594323,2611.461766136569,6.9525534380241725,-0.8311166532982481
674.6459958304367,79.87761031883775,2633.081997358802,7.245710646522862,-2.940051317910001
343.42666077177984,93.39819906353405,2615.393629079455,2.5081681362635226,2.466610780632204
457.4261228616049,88.63079124559253,2538.882579929732,4.557538713009005,0.06499138509922275
346.89973119036034,93.75514941376728,2070.4841487657945,3.036711871530038,2.455789838028089
775.4766147062122,72.37146109402545,2017.2348576147483,8.565802536286125,-2.496435545578157
577.8058245224618,54.79246655344484,2666.7514881910483,4.695700720312161,-0.9890366554762284
782.279846491472,70.92253331755208,2505.412592089845,7.180440605854284,-4.361135441684755
662.1657348337317,84.21974897723452,2188.3234158311016,7.366244860286715,-1.2217080251871604
367.46585520639474,97.11880530734139,2404.785621394029,3.1013916233864496,2.3916229897251733
609.4898632237334,51.59907358051689,2960.938216834472,6.3486998976414215,-3.338855276688987
563.7818703418552,50.12276405051907,2682.1988998624665,5.956978539491509,-3.514023755144345
734.758404759001,77.91484570288137,2452.516555311604,7.249205737081157,-4.109628053389092
681.3138543721286,86.71237424702713,2382.885270098121,6.999692635867286,-2.9616228488870844
386.48357003291164,76.85060370662106,2668.6635406615615,3.626712298622868,-0.19940445153203168
693.248456354631,96.08534731923038,2089.738622286369,6.10236321247425,-2.766964468835079
588.1842967731948,74.60941679058661,2693.1375993645465,5.60855677368758,-0.16114166208052083
516.3119370013324,70.44786535302167,2727.38661712471,5.352487753638302,-0.8420205561762595
594.3154648179083,53.492878589127514,2970.2933395492064,6.545310368740182,-3.3524896532675
434.7170272650682,57.53944749133733,2320.4034361045274,3.6989471175953113,-1.0870944323640312
597.7823494404316,53.34533969866972,2519.3714274863023,6.003620611205166,-1.9117106394306376
419.93311237133815,64.7224610117688,2781.7505109698814,4.287069518349718,-1.3604176587157548
445.4293280099715,52.264907506284565,2011.7742733721725,4.088498306320347,-2.158239195135451
507.93357748532674,51.780445875763306,2507.115449844525,5.7311815146035325,-1.1542528919175465
420.9601293046779,75.94764694973941,2639.2219819132474,3.8635268469115855,-1.189690403553409
604.0845393151305,64.6191994392474,2812.7016280767216,5.738633912860201,-4.712398373988005
405.6474671353809,99.16247763216673,2056.7527613255675,4.433003481052293,1.0325499082720437
680.662931745393,98.23364129937828,2224.9512212225573,7.165196187377566,-3.1584749641379535
458.91712630541167,95.62030556751722,2084.7781704809727,4.996180261794909,1.6829411997048167
571.3315346110401,72.1811176996832,2573.3036220042823,6.175962537227839,-1.5815694301347252
310.4381413117813,77.94652682712228,2748.882613461621,2.4560623098950836,-1.9583381848928791
366.17136652691283,59.138847669863495,2939.6302078493627,3.781720363066956,-0.24194452549526435
342.85758605140643,55.111180681644356,2595.1375735627425,3.4461953414440427,-0.14137763303466055
492.2994620870553,86.85142892079247,2333.3676075138133,4.627105613679249,0.4297415823254669
791.6290104195523,56.97189970544625,2649.0722454562288,7.768325096771068,-4.672070423762834
301.743434061559,70.72375610383904,2833.247580044309,2.3176191264445536,0.154843912567169
403.19418298957487,97.43461344815049,2759.6376079737056,4.435883495948259,2.298417042619204
569.0177799183152,68.73300499785478,2496.2802048371223,5.668076248605156,-2.2761087281131323
398.44976024524374,62.410690416220746,2201.289576052,4.1724312760930315,0.42351122202438596
592.5813896208443,55.161540633068654,2665.5049774190547,5.469386819080699,-3.9580911507395946
523.9977144234791,56.217528197719844,2691.586049365982,4.519635620408228,-3.679703133897263
600.4687778757251,56.65959217493021,2963.4954330000382,6.2143470425139755,-3.004242255971742
561.2250995062946,78.68812215638388,2042.153361594534,6.074964128824381,-0.5040441135674056
555.4756636957948,60.3605225776788,2819.2292590930892,5.027060804765461,-1.8711450591610266
513.0300478453007,76.44479546153813,2032.4670715916861,4.8318007960788405,-0.8169879367505173
353.1287386749034,68.42231416984465,2206.142850250897,3.6401065223845985,1.1401365766597094
372.32821965626215,96.78829456980573,2994.809287916339,4.3139671716871035,-2.2692204058983063
444.22441248050944,90.34482028705492,2099.0574021549073,5.355326366052546,0.790712197039042
310.77950744976914,51.10667561569773,2981.7804747048935,3.289647934304904,0.9639989614922353
648.575776194943,73.06043574362808,2526.1676389567965,5.414114994178654,-3.1207212657577212
699.2526506209922,55.95668128094567,2803.577160165885,6.297265022641586,-5.451838843848552
646.8642535700046,68.56646288797384,2548.606083514797,6.260735241610127,-2.086900969373958
510.55198192876026,96.5264057293546,2108.296085657207,4.804065699637463,0.8952701978311159
